hpt_res,features,best_model,search_method,error_method,idx
"{'arima': ({'p': 2, 'd': 1, 'q': 3}, 0.2610729581348115), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.2989790707252388), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.81, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.25562030781472683), 'theta': ({'m': 9}, 0.2673379036540141), 'stlf': ({'m': 24, 'method': 'prophet'}, 0.22581195229587675), 'sarima': ({'p': 2, 'd': 2, 'q': 2, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.28366850296996726)}","{'length': 69, 'mean': 0.34060293571163136, 'var': 0.018523474773323292, 'entropy': 0.7837224714771927, 'lumpiness': 0.0001403173860782674, 'stability': 0.006046181133905113, 'flat_spots': 1, 'hurst': -0.021051554565255128, 'std1st_der': 0.07793475868239086, 'crossing_points': 26, 'binarize_mean': 0.4057971014492754, 'unitroot_kpss': 0.05923834219525829, 'heterogeneity': 11.663957825280606, 'histogram_mode': 0.20096153846153847, 'linearity': 0.3473840222692704, 'trend_strength': 0.6686636338656569, 'seasonality_strength': 0.5549498633853369, 'spikiness': 2.673888961887319e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 19, 'level_shift_size': 0.0362179487179487, 'y_acf1': 0.40161161018734787, 'y_acf5': 0.49369012111335875, 'diff1y_acf1': -0.47550603261546204, 'diff1y_acf5': 0.26936453606145866, 'diff2y_acf1': -0.6779328283860162, 'diff2y_acf5': 0.555393137729258, 'y_pacf5': 0.29638263399990916, 'diff1y_pacf5': 0.4612238433132724, 'diff2y_pacf5': 0.9284380934039104, 'seas_acf1': 0.3865649444297034, 'seas_pacf1': 0.24226144579809167, 'firstmin_ac': 4, 'firstzero_ac': 21, 'holt_alpha': 0.08604071109067672, 'holt_beta': 0.04800176890440198, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.3157894736842105}",stlf,RandomSearch,mape,N1451
"{'arima': ({'p': 1, 'd': 1, 'q': 2}, 0.16350668165500346), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': True, 'seasonal': 'multiplicative'}, 0.13830434773982572), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.001, 'changepoint_range': 0.8600000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.16231338264359702), 'theta': ({'m': 6}, 0.1516168521799112), 'stlf': ({'m': 30, 'method': 'theta'}, 0.16751719725446254), 'sarima': ({'p': 5, 'd': 1, 'q': 3, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 'n'}, 0.17636077088662555)}","{'length': 69, 'mean': 0.5391051750813045, 'var': 0.019398588831825363, 'entropy': 0.8436038501718615, 'lumpiness': 3.201765291456027e-05, 'stability': 0.0056953195830668005, 'flat_spots': 1, 'hurst': 0.0012381168346398046, 'std1st_der': 0.08948070087728749, 'crossing_points': 28, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.04941020395824333, 'heterogeneity': 12.025833256344487, 'histogram_mode': 0.39346405228758174, 'linearity': 0.24170588897187686, 'trend_strength': 0.5049048725537415, 'seasonality_strength': 0.37486377788917025, 'spikiness': 2.9224432674290556e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.027342047930283275, 'y_acf1': 0.27384280957504903, 'y_acf5': 0.2031534092068803, 'diff1y_acf1': -0.44050256674747745, 'diff1y_acf5': 0.2600913023626352, 'diff2y_acf1': -0.6172921484731888, 'diff2y_acf5': 0.4349767284186921, 'y_pacf5': 0.14235916779914384, 'diff1y_pacf5': 0.4793513398250917, 'diff2y_pacf5': 1.0634566017043654, 'seas_acf1': 0.18183940995000453, 'seas_pacf1': 0.07862197176409944, 'firstmin_ac': 2, 'firstzero_ac': 18, 'holt_alpha': 0.06593404090401028, 'holt_beta': 0.06592580290686133, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",holtwinters,RandomSearch,mape,N1452
"{'arima': ({'p': 1, 'd': 2, 'q': 3}, 0.09376718947202456), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.09817748373911125), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.07856724729281699), 'theta': ({'m': 29}, 0.12204779881354509), 'stlf': ({'m': 24, 'method': 'quadratic'}, 0.14280921482220918), 'sarima': ({'p': 3, 'd': 1, 'q': 2, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.11371954108033451)}","{'length': 69, 'mean': 0.6210766872052994, 'var': 0.0215952281486269, 'entropy': 0.8583275157926044, 'lumpiness': 6.755702781804214e-05, 'stability': 0.003080712405383522, 'flat_spots': 2, 'hurst': -0.002766356419413925, 'std1st_der': 0.10501802266253332, 'crossing_points': 31, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.0619951884842619, 'heterogeneity': 8.948589696572776, 'histogram_mode': 0.5333333333333333, 'linearity': 0.09003039938989416, 'trend_strength': 0.3068334726406595, 'seasonality_strength': 0.43708081588441483, 'spikiness': 3.9364664085589464e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 26, 'level_shift_size': 0.028942115768463172, 'y_acf1': 0.06567524395765201, 'y_acf5': 0.024820765456051358, 'diff1y_acf1': -0.45177637375514446, 'diff1y_acf5': 0.27220374808000636, 'diff2y_acf1': -0.6241461871077632, 'diff2y_acf5': 0.4887130903178663, 'y_pacf5': 0.034793927445441894, 'diff1y_pacf5': 0.5336183089308478, 'diff2y_pacf5': 1.2579656476037393, 'seas_acf1': 0.0553336209326329, 'seas_pacf1': 0.08289629630670356, 'firstmin_ac': 2, 'firstzero_ac': 2, 'holt_alpha': 0.15789473684210525, 'holt_beta': 0.15789473684210525, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.2631578947368421}",prophet,RandomSearch,mape,N1453
"{'arima': ({'p': 1, 'd': 1, 'q': 3}, 0.10046653473777425), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'additive'}, 0.10373275040787723), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.8600000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.09635647761278969), 'theta': ({'m': 24}, 0.10628258757923559), 'stlf': ({'m': 30, 'method': 'quadratic'}, 0.10846752270891051), 'sarima': ({'p': 2, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'c'}, 0.09592835935275647)}","{'length': 69, 'mean': 0.6530100334448161, 'var': 0.018113161046786973, 'entropy': 0.8904527783398771, 'lumpiness': 3.9674499536062e-05, 'stability': 0.00030786666989523917, 'flat_spots': 2, 'hurst': 0.01368134050111687, 'std1st_der': 0.1050336920100334, 'crossing_points': 36, 'binarize_mean': 0.463768115942029, 'unitroot_kpss': 0.08807652223806775, 'heterogeneity': 3.85644605782562, 'histogram_mode': 0.5867132867132867, 'linearity': 0.0012067143924827926, 'trend_strength': 0.25550182029305435, 'seasonality_strength': 0.3379069016522347, 'spikiness': 3.6870768278072624e-08, 'peak': 4, 'trough': 1, 'level_shift_idx': 20, 'level_shift_size': 0.024300699300699335, 'y_acf1': 0.00851227240322001, 'y_acf5': 0.031819967375882136, 'diff1y_acf1': -0.42543101110436743, 'diff1y_acf5': 0.2570616481449002, 'diff2y_acf1': -0.5814622000709485, 'diff2y_acf5': 0.4115575406408125, 'y_pacf5': 0.03779859593399881, 'diff1y_pacf5': 0.5082926479750521, 'diff2y_pacf5': 0.967507131975319, 'seas_acf1': -0.03719300962871159, 'seas_pacf1': -0.024087049486206255, 'firstmin_ac': 2, 'firstzero_ac': 2, 'holt_alpha': 3.763724795420051e-09, 'holt_beta': 2.3298610498127176e-09, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",sarima,RandomSearch,mape,N1454
"{'arima': ({'p': 1, 'd': 2, 'q': 3}, 0.13008204106707044), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.09700115958975412), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.9400000000000002, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.1588417532581894), 'theta': ({'m': 5}, 0.1365568655714108), 'stlf': ({'m': 4, 'method': 'theta'}, 0.11560887978381092), 'sarima': ({'p': 1, 'd': 2, 'q': 2, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.10922541949098061)}","{'length': 69, 'mean': 0.6564264815948833, 'var': 0.01753559156534656, 'entropy': 0.9116765090155142, 'lumpiness': 1.6367563126177542e-05, 'stability': 0.0011960786133037552, 'flat_spots': 1, 'hurst': -0.020705677478246632, 'std1st_der': 0.09825879730387901, 'crossing_points': 32, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.07997981669417166, 'heterogeneity': 8.547231427424054, 'histogram_mode': 0.6169014084507043, 'linearity': 0.0694229632803342, 'trend_strength': 0.3976510828454186, 'seasonality_strength': 0.3854821157810584, 'spikiness': 3.0878626164283676e-08, 'peak': 5, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.022887323943662108, 'y_acf1': 0.1937854652402974, 'y_acf5': 0.06339629867051097, 'diff1y_acf1': -0.35697526501962645, 'diff1y_acf5': 0.21807156000070615, 'diff2y_acf1': -0.5544703312458726, 'diff2y_acf5': 0.38424290216555596, 'y_pacf5': 0.07248312227615022, 'diff1y_pacf5': 0.4430157121869669, 'diff2y_pacf5': 0.8405552188684331, 'seas_acf1': -0.055978168776562025, 'seas_pacf1': -0.13449662951161107, 'firstmin_ac': 2, 'firstzero_ac': 2, 'holt_alpha': 0.06500652145183913, 'holt_beta': 0.0, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.2631578947368421}",holtwinters,RandomSearch,mape,N1455
"{'arima': ({'p': 5, 'd': 1, 'q': 4}, 0.1721943180851673), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'additive'}, 0.18801528994205594), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8300000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.15508756920526198), 'theta': ({'m': 26}, 0.16186302417415604), 'stlf': ({'m': 4, 'method': 'theta'}, 0.20977594308375094), 'sarima': ({'p': 1, 'd': 1, 'q': 2, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.1585602879453553)}","{'length': 69, 'mean': 0.475875986057604, 'var': 0.021020443772155204, 'entropy': 0.8692174284471748, 'lumpiness': 5.2723612592237506e-05, 'stability': 0.0036354197290349565, 'flat_spots': 2, 'hurst': 0.09376439508264092, 'std1st_der': 0.09069769316783503, 'crossing_points': 32, 'binarize_mean': 0.5797101449275363, 'unitroot_kpss': 0.31012873704539606, 'heterogeneity': 10.936766020779185, 'histogram_mode': 0.4474683544303798, 'linearity': 0.03501260128912794, 'trend_strength': 0.5145872366432522, 'seasonality_strength': 0.27533994508863946, 'spikiness': 5.28344694354782e-08, 'peak': 4, 'trough': 3, 'level_shift_idx': 0, 'level_shift_size': 0.04604430379746838, 'y_acf1': 0.22230415196101502, 'y_acf5': 0.20635394747614763, 'diff1y_acf1': -0.499296633138099, 'diff1y_acf5': 0.27758497896939655, 'diff2y_acf1': -0.6533870073194303, 'diff2y_acf5': 0.49088907673527427, 'y_pacf5': 0.13009568741795324, 'diff1y_pacf5': 0.5438071520519985, 'diff2y_pacf5': 1.2897521703387098, 'seas_acf1': 0.017381075300318082, 'seas_pacf1': -0.1113539501817769, 'firstmin_ac': 2, 'firstzero_ac': 12, 'holt_alpha': 0.2631578947368421, 'holt_beta': 0.2631578947368421, 'hw_alpha': 0.15789473684210525, 'hw_beta': 0.15789473684210525, 'hw_gamma': 0.3157894736842105}",prophet,RandomSearch,mape,N1456
"{'arima': ({'p': 3, 'd': 2, 'q': 2}, 0.27620349084041845), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'additive', 'damped': False, 'seasonal': 'additive'}, 0.2858892108932364), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.9200000000000002, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.2701143840778329), 'theta': ({'m': 26}, 0.2856934619890984), 'stlf': ({'m': 10, 'method': 'prophet'}, 0.2587773457980952), 'sarima': ({'p': 5, 'd': 1, 'q': 3, 'seasonal_order': '(1, 1, 1, 7)', 'trend': 'c'}, 0.26541662027987417)}","{'length': 69, 'mean': 0.6242351046698872, 'var': 0.03132579264134259, 'entropy': 0.8957180318329976, 'lumpiness': 5.5485079304500915e-05, 'stability': 0.003523169173715237, 'flat_spots': 2, 'hurst': -0.01641108242977756, 'std1st_der': 0.12908582336863061, 'crossing_points': 31, 'binarize_mean': 0.4927536231884058, 'unitroot_kpss': 0.05537041298219521, 'heterogeneity': 6.51510484111342, 'histogram_mode': 0.6222222222222222, 'linearity': 0.0971635593894906, 'trend_strength': 0.31099311226287785, 'seasonality_strength': 0.3279037819290903, 'spikiness': 7.591052363435992e-08, 'peak': 2, 'trough': 0, 'level_shift_idx': 24, 'level_shift_size': 0.0280555555555555, 'y_acf1': 0.20698835190504905, 'y_acf5': 0.05325631649433319, 'diff1y_acf1': -0.3362181653594795, 'diff1y_acf5': 0.20324792465083383, 'diff2y_acf1': -0.5379366281520253, 'diff2y_acf5': 0.3769795301491962, 'y_pacf5': 0.08459512799496026, 'diff1y_pacf5': 0.39655976041228425, 'diff2y_pacf5': 1.021140625167739, 'seas_acf1': 0.008778725857372483, 'seas_pacf1': -0.05980968216491875, 'firstmin_ac': 2, 'firstzero_ac': 2, 'holt_alpha': 0.043203469132175584, 'holt_beta': 0.043201186466384676, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",stlf,RandomSearch,mape,N1457
"{'arima': ({'p': 1, 'd': 2, 'q': 3}, 0.23428086914540905), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.23736206015846428), 'prophet': ({'seasonality_prior_scale': 10.0, 'changepoint_prior_scale': 0.004641588833612777, 'changepoint_range': 0.8900000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.22929637963984845), 'theta': ({'m': 3}, 0.2512154080576016), 'stlf': ({'m': 24, 'method': 'theta'}, 0.2732680721148038), 'sarima': ({'p': 4, 'd': 2, 'q': 4, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 't'}, 0.21358699550553825)}","{'length': 69, 'mean': 0.5352728047740833, 'var': 0.03354674369098987, 'entropy': 0.9181636083016812, 'lumpiness': 4.433098774757421e-05, 'stability': 0.0022737874168483655, 'flat_spots': 2, 'hurst': 0.020620772730511647, 'std1st_der': 0.1297721872854517, 'crossing_points': 31, 'binarize_mean': 0.5217391304347826, 'unitroot_kpss': 0.1155719865763994, 'heterogeneity': 2.791116417544574, 'histogram_mode': 0.41323529411764703, 'linearity': 0.02808779355062582, 'trend_strength': 0.40862089390171774, 'seasonality_strength': 0.4770761358646253, 'spikiness': 8.383366096052233e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 46, 'level_shift_size': 0.04080882352941173, 'y_acf1': 0.027592816315547688, 'y_acf5': 0.02934763836960344, 'diff1y_acf1': -0.5097569097967312, 'diff1y_acf5': 0.3314004207725065, 'diff2y_acf1': -0.6835637430789224, 'diff2y_acf5': 0.5977751621620272, 'y_pacf5': 0.03657944137288649, 'diff1y_pacf5': 0.45572697881004254, 'diff2y_pacf5': 1.0127742042741827, 'seas_acf1': 0.09784988089197447, 'seas_pacf1': 0.09666336089667213, 'firstmin_ac': 1, 'firstzero_ac': 4, 'holt_alpha': 0.42105263157894735, 'holt_beta': 0.42105263157894735, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.15789473684210525}",sarima,RandomSearch,mape,N1458
"{'arima': ({'p': 2, 'd': 1, 'q': 3}, 0.4232404315666374), 'holtwinters': ({'seasonal_periods': 24, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.47303670913222173), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.9000000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.45812327555660615), 'theta': ({'m': 7}, 0.474906864351287), 'stlf': ({'m': 10, 'method': 'prophet'}, 0.4097560421129485), 'sarima': ({'p': 5, 'd': 1, 'q': 3, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'c'}, 0.4923648844611034)}","{'length': 69, 'mean': 0.41941150636802804, 'var': 0.02703911814870168, 'entropy': 0.8788217156400505, 'lumpiness': 9.070764107960184e-05, 'stability': 0.002558136520455153, 'flat_spots': 2, 'hurst': -0.044098213590855195, 'std1st_der': 0.11197422761032214, 'crossing_points': 35, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.029391985391092237, 'heterogeneity': 4.340153307526448, 'histogram_mode': 0.2909090909090909, 'linearity': 0.10302024355274804, 'trend_strength': 0.5456412393974932, 'seasonality_strength': 0.565225331078503, 'spikiness': 3.9552786974713676e-08, 'peak': 6, 'trough': 3, 'level_shift_idx': 13, 'level_shift_size': 0.032196969696969724, 'y_acf1': 0.14961291155115072, 'y_acf5': 0.037118321718229756, 'diff1y_acf1': -0.4683925179062855, 'diff1y_acf5': 0.2266308522310158, 'diff2y_acf1': -0.6698815897180803, 'diff2y_acf5': 0.5091575625554485, 'y_pacf5': 0.03595765525915753, 'diff1y_pacf5': 0.37596963210437406, 'diff2y_pacf5': 1.0159498137430878, 'seas_acf1': 0.09945645131218706, 'seas_pacf1': 0.1786078345501767, 'firstmin_ac': 3, 'firstzero_ac': 3, 'holt_alpha': 0.048004064646151354, 'holt_beta': 0.047997457180140216, 'hw_alpha': 0.29908635072446965, 'hw_beta': 0.0, 'hw_gamma': 0.37670232562614}",stlf,RandomSearch,mape,N1459
"{'arima': ({'p': 2, 'd': 1, 'q': 1}, 0.39777564765286105), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.3813256541385465), 'prophet': ({'seasonality_prior_scale': 2.154434690031882, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.8400000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.3718353314423671), 'theta': ({'m': 26}, 0.43690531273494754), 'stlf': ({'m': 4, 'method': 'theta'}, 0.4436189128438867), 'sarima': ({'p': 5, 'd': 1, 'q': 2, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 'c'}, 0.4204781274283187)}","{'length': 69, 'mean': 0.31681159420289867, 'var': 0.03647356997829587, 'entropy': 0.8454714957326231, 'lumpiness': 0.0001587329804906511, 'stability': 0.007345843568000911, 'flat_spots': 2, 'hurst': 0.0009152214564563928, 'std1st_der': 0.13426350610245316, 'crossing_points': 20, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.04064555002498089, 'heterogeneity': 11.02678137250137, 'histogram_mode': 0.13, 'linearity': 0.16515852554876576, 'trend_strength': 0.39482447666850595, 'seasonality_strength': 0.40854345966840966, 'spikiness': 2.651741513758984e-07, 'peak': 0, 'trough': 5, 'level_shift_idx': 41, 'level_shift_size': 0.041000000000000036, 'y_acf1': 0.17838475646925997, 'y_acf5': 0.08664292673439863, 'diff1y_acf1': -0.3990940458152465, 'diff1y_acf5': 0.27989120016641156, 'diff2y_acf1': -0.5750153050776887, 'diff2y_acf5': 0.5133335594925716, 'y_pacf5': 0.10486152205276815, 'diff1y_pacf5': 0.4995634236835027, 'diff2y_pacf5': 1.2034889729494904, 'seas_acf1': 0.179384030707661, 'seas_pacf1': 0.2560410504091742, 'firstmin_ac': 2, 'firstzero_ac': 11, 'holt_alpha': 0.05832772193537628, 'holt_beta': 0.05829076815982724, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.05263157894736842}",prophet,RandomSearch,mape,N1460
"{'arima': ({'p': 2, 'd': 1, 'q': 4}, 0.3535132921354623), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.3209866664193458), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8800000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.3051291443310138), 'theta': ({'m': 9}, 0.2957157850240349), 'stlf': ({'m': 30, 'method': 'theta'}, 0.29175327483015934), 'sarima': ({'p': 5, 'd': 2, 'q': 3, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.3218834238240908)}","{'length': 69, 'mean': 0.3788944598268852, 'var': 0.050542295630989796, 'entropy': 0.6849394916968832, 'lumpiness': 0.00022818690713780757, 'stability': 0.02653467916336605, 'flat_spots': 1, 'hurst': 0.09837721079975012, 'std1st_der': 0.10876474743958893, 'crossing_points': 24, 'binarize_mean': 0.37681159420289856, 'unitroot_kpss': 0.3942113753949491, 'heterogeneity': 35.68519964178404, 'histogram_mode': 0.196815834767642, 'linearity': 0.5181487013636941, 'trend_strength': 0.7517038100130446, 'seasonality_strength': 0.4023411930977524, 'spikiness': 1.0897370722732334e-07, 'peak': 0, 'trough': 1, 'level_shift_idx': 9, 'level_shift_size': 0.03812392426850242, 'y_acf1': 0.4854231605757375, 'y_acf5': 1.3678463551731983, 'diff1y_acf1': -0.5342515107834674, 'diff1y_acf5': 0.31212777073642745, 'diff2y_acf1': -0.6850505351860109, 'diff2y_acf5': 0.5476419815763498, 'y_pacf5': 0.6382250894032452, 'diff1y_pacf5': 0.5862517375426329, 'diff2y_pacf5': 1.104676708544828, 'seas_acf1': 0.4450073834415043, 'seas_pacf1': -0.016229143319696004, 'firstmin_ac': 1, 'firstzero_ac': 22, 'holt_alpha': 0.20399921650767375, 'holt_beta': 0.20399904507601171, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",stlf,RandomSearch,mape,N1461
"{'arima': ({'p': 5, 'd': 1, 'q': 1}, 0.2979539446997775), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.2758666304595348), 'prophet': ({'seasonality_prior_scale': 0.46415888336127775, 'changepoint_prior_scale': 0.0021544346900318843, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.2595777527325463), 'theta': ({'m': 11}, 0.2770691455960798), 'stlf': ({'m': 30, 'method': 'prophet'}, 0.2298005284490905), 'sarima': ({'p': 3, 'd': 1, 'q': 2, 'seasonal_order': '(0, 1, 1, 7)', 'trend': 'n'}, 0.28299178726713287)}","{'length': 69, 'mean': 0.5213640238704177, 'var': 0.026995024694830432, 'entropy': 0.8356331882669588, 'lumpiness': 3.8101683768771685e-05, 'stability': 0.0006602977218760122, 'flat_spots': 1, 'hurst': 0.006033472538899685, 'std1st_der': 0.10726434663986627, 'crossing_points': 27, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.08767763153497192, 'heterogeneity': 9.111611683379307, 'histogram_mode': 0.3562352941176471, 'linearity': 0.007747310394649674, 'trend_strength': 0.48623289292976146, 'seasonality_strength': 0.5100854354549684, 'spikiness': 3.902700740799088e-08, 'peak': 0, 'trough': 2, 'level_shift_idx': 44, 'level_shift_size': 0.03137254901960784, 'y_acf1': 0.24088705439400382, 'y_acf5': 0.10405615740370616, 'diff1y_acf1': -0.45172470006312004, 'diff1y_acf5': 0.2095821995879867, 'diff2y_acf1': -0.6590448807771884, 'diff2y_acf5': 0.4667689131321673, 'y_pacf5': 0.08795071399597054, 'diff1y_pacf5': 0.31751097591111255, 'diff2y_pacf5': 1.0442799139622327, 'seas_acf1': 0.0015483704163680905, 'seas_pacf1': -0.017417816801859713, 'firstmin_ac': 4, 'firstzero_ac': 4, 'holt_alpha': 0.24804656212182324, 'holt_beta': 0.0, 'hw_alpha': 0.2975699778166843, 'hw_beta': 1.874371061981001e-12, 'hw_gamma': 3.0616867462171083e-11}",stlf,RandomSearch,mape,N1462
"{'arima': ({'p': 1, 'd': 2, 'q': 2}, 0.16435192615227273), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.1576648073264324), 'prophet': ({'seasonality_prior_scale': 2.154434690031882, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.16450149492597657), 'theta': ({'m': 5}, 0.14746088689873602), 'stlf': ({'m': 4, 'method': 'theta'}, 0.17332418306275474), 'sarima': ({'p': 1, 'd': 2, 'q': 1, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 't'}, 0.1681184654933637)}","{'length': 69, 'mean': 0.642233856893543, 'var': 0.02261109299215241, 'entropy': 0.822244423943982, 'lumpiness': 2.850241362245323e-05, 'stability': 0.004720500226486999, 'flat_spots': 2, 'hurst': 0.035661222993145156, 'std1st_der': 0.10243047645452633, 'crossing_points': 31, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.2588637195507221, 'heterogeneity': 9.708517392629618, 'histogram_mode': 0.49371727748691097, 'linearity': 0.14295250967001608, 'trend_strength': 0.544203302211359, 'seasonality_strength': 0.48033033288839067, 'spikiness': 2.04363753722958e-08, 'peak': 4, 'trough': 1, 'level_shift_idx': 45, 'level_shift_size': 0.025766641735228135, 'y_acf1': 0.23604722365979774, 'y_acf5': 0.2059712366450306, 'diff1y_acf1': -0.4246959771223566, 'diff1y_acf5': 0.26144625968515467, 'diff2y_acf1': -0.6460884804522384, 'diff2y_acf5': 0.5391763950464438, 'y_pacf5': 0.17860224880686454, 'diff1y_pacf5': 0.5271383040394543, 'diff2y_pacf5': 0.8957448716527374, 'seas_acf1': 0.16357799740479434, 'seas_pacf1': 0.06663284281681939, 'firstmin_ac': 3, 'firstzero_ac': 12, 'holt_alpha': 0.11858535620049089, 'holt_beta': 0.11856236952113831, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.21052631578947367}",theta,RandomSearch,mape,N1463
